action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,name
,,19243749,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nsc(NC(=S)Nc2ccc(Br)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4472946,,CHEMBL4472946,5.68,0,http://www.openphacts.org/units/Nanomolar,3212376,=,1,1,=,,IC50,nM,,2100.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,2.1,C12H11BrN4S3
,,19243750,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C#CCSc1nsc(NC(=S)Nc2ccc(Br)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4573163,,CHEMBL4573163,6.15,0,http://www.openphacts.org/units/Nanomolar,3212377,=,1,1,=,,IC50,nM,,706.3,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,nM,UO_0000065,,706.3,C12H9BrN4S3
,,19243751,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nc(NC(=S)Nc2ccc(Br)cc2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4461661,,CHEMBL4461661,5.39,0,http://www.openphacts.org/units/Nanomolar,3212378,=,1,1,=,,IC50,nM,,4100.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,4.1,C12H11BrN4S3
,,19243752,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=S)Nc2ccc(Br)cc2)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4435841,,CHEMBL4435841,9.83,0,http://www.openphacts.org/units/Nanomolar,3212379,=,1,1,=,,IC50,nM,,0.1466,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,146.6,C12H11BrN4S3
,,19243753,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nsc(NC(=O)Nc2ccc(I)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4454744,,CHEMBL4454744,9.38,0,http://www.openphacts.org/units/Nanomolar,3212380,=,1,1,=,,IC50,nM,,0.414,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,414.0,C12H11IN4OS2
,,19243754,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C#CCSc1nsc(NC(=O)Nc2ccc(I)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4450441,,CHEMBL4450441,9.09,0,http://www.openphacts.org/units/Nanomolar,3212381,=,1,1,=,,IC50,nM,,0.8091,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,809.1,C12H9IN4OS2
,,19243755,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nc(NC(=O)Nc2ccc(I)cc2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4591242,,CHEMBL4591242,5.92,0,http://www.openphacts.org/units/Nanomolar,3212382,=,1,1,=,,IC50,nM,,1200.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,1.2,C12H11IN4OS2
,,19243756,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=O)Nc2ccc(I)cc2)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4529440,,CHEMBL4529440,9.75,0,http://www.openphacts.org/units/Nanomolar,3212383,=,1,1,=,,IC50,nM,,0.1791,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,179.1,C12H11IN4OS2
,,19243757,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCNc1nc(NC(=O)Nc2ccc(I)cc2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4469100,,CHEMBL4469100,10.00,0,http://www.openphacts.org/units/Nanomolar,3212384,=,1,1,=,,IC50,nM,,0.1002,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,100.2,C12H12IN5OS
,,19243758,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nsc(NC(=S)Nc2ccc(I)cc2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4466194,,CHEMBL4466194,5.58,0,http://www.openphacts.org/units/Nanomolar,3212385,=,1,1,=,,IC50,nM,,2600.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,2.6,C12H11IN4S3
,,19243759,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nc(NC(=S)Nc2ccc(I)cc2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4571581,,CHEMBL4571581,5.57,0,http://www.openphacts.org/units/Nanomolar,3212386,=,1,1,=,,IC50,nM,,2700.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,2.7,C12H11IN4S3
,,19243760,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=S)Nc2ccc(I)cc2)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4514485,,CHEMBL4514485,9.81,0,http://www.openphacts.org/units/Nanomolar,3212387,=,1,1,=,,IC50,nM,,0.1563,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,156.3,C12H11IN4S3
,,19243761,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nsc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4519481,,CHEMBL4519481,9.37,0,http://www.openphacts.org/units/Nanomolar,3212388,=,1,1,=,,IC50,nM,,0.4227,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,422.7,C13H10ClF3N4OS2
,,19243762,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C#CCSc1nsc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4212750,,CHEMBL4212750,9.02,0,http://www.openphacts.org/units/Nanomolar,3212389,=,1,1,=,,IC50,nM,,0.9616,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,961.6,C13H8ClF3N4OS2
,,19243763,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4464172,,CHEMBL4464172,6.00,0,http://www.openphacts.org/units/Nanomolar,3212390,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,1.0,C13H10ClF3N4OS2
,,19243764,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4591065,,CHEMBL4591065,9.96,0,http://www.openphacts.org/units/Nanomolar,3212391,=,1,1,=,,IC50,nM,,0.1109,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,110.9,C13H10ClF3N4OS2
,,19243765,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCNc1nc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4465951,,CHEMBL4465951,9.95,0,http://www.openphacts.org/units/Nanomolar,3212392,=,1,1,=,,IC50,nM,,0.1135,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,113.5,C13H11ClF3N5OS
,,19243766,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nsc(NC(=S)Nc2ccc(Cl)c(C(F)(F)F)c2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4436883,,CHEMBL4436883,8.31,0,http://www.openphacts.org/units/Nanomolar,3212393,=,1,1,=,,IC50,nM,,4.9,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,nM,UO_0000065,,4.9,C13H10ClF3N4S3
,,19243767,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C#CCSc1nsc(NC(=S)Nc2ccc(Cl)c(C(F)(F)F)c2)n1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4466830,,CHEMBL4466830,7.24,0,http://www.openphacts.org/units/Nanomolar,3212394,=,1,1,=,,IC50,nM,,57.4,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,nM,UO_0000065,,57.4,C13H8ClF3N4S3
,,19243768,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nc(NC(=S)Nc2ccc(Cl)c(C(F)(F)F)c2)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4575570,,CHEMBL4575570,6.63,0,http://www.openphacts.org/units/Nanomolar,3212395,=,1,1,=,,IC50,nM,,233.3,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,nM,UO_0000065,,233.3,C13H10ClF3N4S3
,,19243769,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=S)Nc2ccc(Cl)c(C(F)(F)F)c2)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4557508,,CHEMBL4557508,10.01,0,http://www.openphacts.org/units/Nanomolar,3212396,=,1,1,=,,IC50,nM,,0.0977,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,97.7,C13H10ClF3N4S3
,,19243770,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C#CCSc1nsc(NC(=O)Nc2ccc(Br)cc2C(F)(F)F)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4448764,,CHEMBL4448764,,0,http://www.openphacts.org/units/Nanomolar,3212397,=,1,1,=,,IC50,nM,,3300000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,mM,UO_0000065,,3.3,C13H8BrF3N4OS2
,,19243771,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=O)Nc2ccc(Br)cc2C(F)(F)F)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4457497,,CHEMBL4457497,5.04,0,http://www.openphacts.org/units/Nanomolar,3212398,=,1,1,=,,IC50,nM,,9100.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,9.1,C13H10BrF3N4OS2
,,19243772,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C#CCSc1nsc(NC(=S)Nc2ccc(Br)cc2C(F)(F)F)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4464693,,CHEMBL4464693,,0,http://www.openphacts.org/units/Nanomolar,3212399,=,1,1,=,,IC50,nM,,5100000.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,mM,UO_0000065,,5.1,C13H8BrF3N4S3
,,19243773,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nc(NC(=S)Nc2ccc(Br)cc2C(F)(F)F)ns1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4526453,,CHEMBL4526453,5.54,0,http://www.openphacts.org/units/Nanomolar,3212400,=,1,1,=,,IC50,nM,,2900.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,2.9,C13H10BrF3N4S3
,,19243774,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCSc1nnc(NC(=S)Nc2ccc(Br)cc2C(F)(F)F)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4525531,,CHEMBL4525531,7.33,0,http://www.openphacts.org/units/Nanomolar,3212401,=,1,1,=,,IC50,nM,,46.6,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,nM,UO_0000065,,46.6,C13H10BrF3N4S3
,,19243775,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1nnc(S)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4471227,,CHEMBL4471227,9.01,0,http://www.openphacts.org/units/Nanomolar,3212402,=,1,1,=,,IC50,nM,,0.9822,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,982.2,C10H6ClF3N4OS2
,,19243776,[],CHEMBL4400278,Antiviral activity against Zika virus infected in human A549 cells assessed as reduction in viral titer incubated for 48 hrs by plaque assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCSc1nnc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)s1,,,CHEMBL4396960,Bioorg Med Chem Lett,2019,,CHEMBL4455297,,CHEMBL4455297,9.83,0,http://www.openphacts.org/units/Nanomolar,3212403,=,1,1,=,,IC50,nM,,0.1491,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,pM,UO_0000065,,149.1,C13H12ClF3N4OS2
,,22401096,[],CHEMBL4669579,Antiviral activity against Zika virus,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)c1cc2c(cc1O)[C@@H](O)[C@@H](O)[C@H]1[C@](C)(CO)CCC[C@]21C,,,CHEMBL4665744,J Nat Prod,2020,,CHEMBL4763844,,CHEMBL4763844,5.60,0,http://www.openphacts.org/units/Nanomolar,3509396,=,1,1,=,,IC50,nM,,2500.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,2.5,C20H30O4
,,22401098,[],CHEMBL4669579,Antiviral activity against Zika virus,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,,,CHEMBL4665744,J Nat Prod,2020,,CHEMBL866,MYCOPHENOLIC ACID,CHEMBL866,9.49,0,http://www.openphacts.org/units/Nanomolar,3509398,=,1,1,=,,IC50,nM,,0.32,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,nM,UO_0000065,,0.32,C17H20O6
,,22481916,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '72.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '72.0'}]",CHEMBL4687592,Antiviral activity against ZIKV infected in human neural progenitor cells incubated with cells for 24 hrs prior to viral infection followed by replacement of fresh medium containing compound and measured at 48 hrs post infection by RT-PCR method,F,,,BAO_0000190,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,,,CHEMBL4680274,J Med Chem,2020,,CHEMBL826,ENOXACIN,CHEMBL826,4.28,0,http://www.openphacts.org/units/Nanomolar,3524035,=,1,1,=,,IC50,nM,,51990.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,51.99,C15H17FN4O3
,,22897175,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '72.0', 'text_value': None, 'type': 'Time', 'units': 'day', 'value': '3.0'}]",CHEMBL4730780,Antiviral activity against Zika virus MR766 infected in human Huh-7 cells assessed as reduction in viral RNA synthesis incubated for 3 days by qRT-PCR analysis,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)c1[nH]c2ccc(Cl)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,,,CHEMBL4725430,ACS Med Chem Lett,2020,,CHEMBL4441383,,CHEMBL4441383,4.86,0,http://www.openphacts.org/units/Nanomolar,3554236,=,1,1,=,,IC50,nM,,13900.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,13.9,C19H16ClNO6
,,22897184,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '96.0', 'text_value': None, 'type': 'Time', 'units': 'day', 'value': '4.0'}]",CHEMBL4730788,Antiviral activity against Zika virus 976 Uganda infected in human HepG2 cells assessed as inhibition of viral infection measured after 4 days by CellTiter-Glo luminescent cell viability assay,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)c1[nH]c2ccc(Cl)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,,,CHEMBL4725430,ACS Med Chem Lett,2020,,CHEMBL4441383,,CHEMBL4441383,4.86,0,http://www.openphacts.org/units/Nanomolar,3554236,=,1,1,=,,IC50,nM,,13700.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,13.7,C19H16ClNO6
,,22897185,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '96.0', 'text_value': None, 'type': 'Time', 'units': 'day', 'value': '4.0'}]",CHEMBL4730788,Antiviral activity against Zika virus 976 Uganda infected in human HepG2 cells assessed as inhibition of viral infection measured after 4 days by CellTiter-Glo luminescent cell viability assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CCOC(=O)c1[nH]c2ccc(Br)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,,,CHEMBL4725430,ACS Med Chem Lett,2020,,CHEMBL4741049,,CHEMBL4741049,4.80,0,http://www.openphacts.org/units/Nanomolar,3554237,=,1,1,=,,IC50,nM,,15800.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,15.8,C20H18BrNO6
,Not Determined,23165128,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2C4C[C@@](C)(C(=O)Nc5cnc6ccccc6c5)CC[C@]4(C)CC[C@]23C)C1(C)C,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4865221,,CHEMBL4865221,,0,,3601576,,1,0,,,IC50,,,,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,,,,,C41H54N2O4
,,23165129,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2C4C[C@@](C)(C(=O)Nc5cccnc5)CC[C@]4(C)CC[C@]23C)C1(C)C,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4870229,,CHEMBL4870229,6.89,0,http://www.openphacts.org/units/Nanomolar,3601577,=,1,1,=,,IC50,nM,,130.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.13,C37H52N2O4
,Not Determined,23165130,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2C4C[C@@](C)(C(=O)Nc5nc(-c6ccccc6)cs5)CC[C@]4(C)CC[C@]23C)C1(C)C,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4864333,,CHEMBL4864333,,0,,3601578,,1,0,,,IC50,,,,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,,,,,C41H54N2O4S
,Not Determined,23165131,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC/C(=N\NC(N)=O)C(C)(C)C5CC[C@]43C)[C@@H]2C1,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4870122,,CHEMBL4870122,,0,,3601579,,1,0,,,IC50,,,,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,,,,,C32H49N3O4
,,23165132,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC/C(=N\NC(N)=O)C(C)(C)C5CC[C@]43C)[C@@H]2C1,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4863160,,CHEMBL4863160,6.26,0,http://www.openphacts.org/units/Nanomolar,3601580,=,1,1,=,,IC50,nM,,550.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.55,C35H55N3O4
,,23165133,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)Cc6snnc6C(C)(C)C5CC[C@]43C)[C@@H]2C1,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4864423,,CHEMBL4864423,6.54,0,http://www.openphacts.org/units/Nanomolar,3601581,=,1,1,=,,IC50,nM,,290.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.29,C31H44N2O3S
,,23165134,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)Cc6snnc6C(C)(C)C5CC[C@]43C)[C@@H]2C1,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4854270,,CHEMBL4854270,6.25,0,http://www.openphacts.org/units/Nanomolar,3601582,=,1,1,=,,IC50,nM,,560.0,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,uM,UO_0000065,,0.56,C34H50N2O3S
,Not Determined,23165135,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CC/C(=N\NC(N)=O)C(C)(C)C5CC[C@]43C)C2C1,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4847491,,CHEMBL4847491,,0,,3601583,,1,0,,,IC50,,,,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,,,,,C32H51N3O3
,Not Determined,23165136,[],CHEMBL4813046,Antiviral activity against Zika virus infected in human SF-268 cells assessed as reduction in viral infection by DAPI staining based immunofluorescence assay,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CC/C(=N\NC(N)=S)C(C)(C)C5CC[C@]43C)C2C1,,,CHEMBL4811277,Bioorg Med Chem,2021,,CHEMBL4875980,,CHEMBL4875980,,0,,3601584,,1,0,,,IC50,,,,CHEMBL4296612,Zika virus,Zika virus,64320,,,IC50,,,,,C32H51N3O2S
